region,corr,z-score
DG,0.17092010627455098,1.9839310047925254
DG,0.06366865227844948,0.8769389086740295
DG,0.22009606223327727,2.6011745246342386
DG,0.15409760164071606,1.8319751648696558
DG,0.13579752272775752,1.5989669432308768
DG,0.12781617525894265,1.523967607301224
DG,0.15452381300716522,1.9023269182588642
DG,0.19883943052111924,2.502016718926073
DG,0.12499919340068327,1.4237172831152498
DG,0.131933028252913,1.6022220465564416
DG,0.13363707938327993,1.7036715562173015
DG,0.24160914288911411,2.846320952766782
DG,0.23030611041419885,2.534993290189276
DG,0.14074597737663389,1.809274168236734
DG,0.11197434934677958,1.400332391404838
DG,0.13753119955674642,1.580384420155493
DG,0.08294808756061742,0.9475121689709317
DG,0.22118812578088404,2.643791627913572
LP,0.035115321101538914,0.32202274754576643
LP,0.07038171890443415,0.6171459709173168
LP,0.019535118570844952,0.16651704047569924
LP,-0.004289199008904211,-0.07437533992036727
LP,0.0882078984667824,0.8190072199664273
LP,0.07381149599845514,0.6703574554948512
LP,-0.028029984759290857,-0.3047577127396336
LP,0.01694694549103888,0.13323434629861147
LP,0.059246811483166364,0.5460574215039683
LP,0.08485630747025312,0.7451326355538039
LP,0.007215851554325848,0.018050108339812337
LP,0.08162844217008909,0.7365671723089866
LP,0.06216579039808888,0.571006235259344
LP,0.008965645902964687,0.06525854232311644
LP,0.06495054719540225,0.5918343884751461
LP,0.044730337011910634,0.39335756413395045
LP,-0.02187290832036894,-0.23348623181026576
LP,-0.0003288058443839427,-0.05580454048007829
LP,0.07947163541033692,0.7179771037698423
LP,0.0013754258418733553,-0.02059684309959106
LP,-0.002580392826231792,-0.05189965291171884
LP,0.09969106701026322,0.9361628718798543
LP,0.049280553240842156,0.42066603007214914
LP,0.03217656390926907,0.28829180144805133
LP,0.06027246962772116,0.5359827542122266
LP,0.0693356980932836,0.6319531685989255
LP,0.06660192026614702,0.5743750191171297
LP,-0.006720375599357318,-0.09433021563011608
LP,0.02208193065039875,0.16075847308643157
LP,0.03512186026479627,0.3126530217349468
LP,0.016112226490503062,0.12262540720462907
LP,0.0765126804777328,0.6677691527984447
LP,0.01394065007083789,0.103964801041308
LP,0.09602855668134158,0.9321254846982054
LP,-0.009318300276441822,-0.13263222619850812
LP,0.0057771908902474745,0.012675999067724097
LP,0.08404173751505736,0.8292084032951834
LP,0.0533771895776044,0.47150603452773254
LP,0.03047869263319976,0.2804644299202304
LP,-0.004747188688480838,-0.08776458727558539
LP,0.03081827214155855,0.2515158166585479
LP,-0.009907495386754284,-0.14417496834360496
LP,-0.02106364269073612,-0.24305042516354688
LP,0.06631051255736214,0.6062304714041418
LP,0.0072039808943138925,0.027556801415347786
LP,0.052305711825976056,0.43449915333910466
LP,-0.011019277404716872,-0.16318616861874544
LP,0.08695320975081428,0.8388242950066249
LP,0.03292103818666976,0.2628744928070857
LP,0.08947769434632893,0.8825017366454199
PO,0.2973341448985977,2.0315984886691805
PO,0.27474053126644354,1.8893817245999833
PO,0.30843173739082497,2.234540471530112
PO,0.21020306934550315,1.5695620799136634
PO,0.22284791508654503,1.4785207505642879
PO,0.27510400853662376,1.8292550889101462
PO,0.2427574152921123,1.5989833002710454
PO,0.17157907085446344,1.1310044885760344
PO,0.22611023731187918,1.491429852433924
PO,0.2614081130573309,1.766643705735924
PO,0.2521450439141006,1.7841551176982955
PO,0.19520979626580082,1.4239351481831197
PO,0.21489790532530606,1.471614835217326
PO,0.16609536316847656,1.1552622221536468
PO,0.23829288965080883,1.6432132307937188
PO,0.19599713220775758,1.4030122747396323
PO,0.17768438697674066,1.2037370492966002
PO,0.21051623136315864,1.4311997626926696
PO,0.2396940382181655,1.6702798085468367
PO,0.21381530268681054,1.5491084364556946
PO,0.22551674234006136,1.6953447336773841
PO,0.1928763185853753,1.3996202884759437
PO,0.22142588643508576,1.544033522135048
PO,0.3099664858948072,2.1411929617774135
PO,0.19852005924074084,1.430361914657048
PO,0.2819202845306738,1.8996324083951226
PO,0.18083476407811236,1.28844687718713
PO,0.33048736893741043,2.084581924933795
PO,0.2624017779854204,1.8395046003726483
PO,0.24216840978383056,1.7193743351872124
PO,0.09571931381777557,0.7184629532159786
PO,0.2120995563965941,1.5187276920154007
PO,0.33261054908116494,2.3070008382252634
PO,0.25557310834930835,1.8643210108108732
PO,0.2205650563438222,1.5361060650169451
PO,0.24133835864494713,1.5708354865793708
PO,0.25239577152091164,1.633776939434866
PO,0.12338348384491774,0.8443126138737728
PO,0.19339081154967377,1.3367899663108265
PO,0.1670478365123195,1.217103121494448
PO,0.1976065978051867,1.464661108609607
PO,0.20211464537361362,1.3678343134076214
PO,0.1707168485223717,1.1899505699353594
PO,0.23094671669903674,1.5643049531385471
PO,0.2187862330384361,1.4790978673409396
PO,0.32856429380251867,2.2208077467576883
PO,0.21390973248943382,1.4333131330290125
PO,0.2504329274974509,1.8001879380599037
PO,0.20731453017256152,1.3906521728777101
PO,0.17840774999736658,1.2760971356975237
