region,corr,z-score
VISa,0.09718610675561472,0.9151560081098753
VISa,0.09195759625974848,0.8487749205912879
VISa,0.10580139994437095,1.0158468371350655
VISa,0.09255466814626083,0.8528028938712876
VISa,0.09768418426605294,0.9077730005386434
VISa,0.10822690566609018,1.0161801962191082
VISa,0.15238420808233918,1.3244682208910796
VISa,-0.03643765751521287,-0.2924856087256178
VISa,0.0934272277780063,0.8281393793592313
VISa,0.10143832998355719,0.9250823730080033
VISa,0.15521435410110965,1.4344569970770271
VISa,0.10499145190859602,0.9263165368440143
VISa,0.04609641782282725,0.40814563923038255
VISa,0.14430939364006415,1.2914028121469008
VISa,0.07442878884359672,0.6955285875411955
VISa,0.14147253963644382,1.3221097066693166
VISa,0.15768576518798527,1.384272465355373
VISa,0.08278812246568296,0.7769344365236607
VISa,0.11390393591599424,1.0162770722342633
VISa,0.05079874395690964,0.46646714271996614
VISa,0.09919682121913806,0.9163864024517687
VISa,0.1752965781798898,1.6195676717686847
VISa,0.07639128268769264,0.6750117163199996
VISa,0.11757724769042403,1.1341250616116152
VISa,0.09935094627164497,0.9134038434971817
VISa,0.12392286451977005,1.2706040220422954
VISa,0.11665060911177336,1.0788679859640242
VISa,0.15601480634441955,1.3697194932801189
VISa,0.11892742446500515,1.0700565530307975
VISa,0.20033011031162776,1.80296655857106
VISa,0.16762121914890882,1.4738571956206288
VISa,0.0881173888301193,0.8350678196458979
VISa,0.15146336284073786,1.3627056402475062
VISa,0.08231653389119939,0.7803016952496282
VISa,0.08622968999612166,0.7868361361755932
VISa,0.16238552721087718,1.5072669194526993
VISa,0.12318498687203176,1.2037261044249143
VISa,0.09371897381911369,0.9139015617148939
VISa,0.0965356066862161,0.8464337405263225
VISa,0.15151719540061748,1.4554252380931865
VISa,0.07508530321038279,0.7169936303242433
VISa,0.10350192788891469,0.8881391090775089
VISa,0.13562949816817213,1.213576797609089
VISa,0.13656530672500916,1.3435602274032952
VISa,0.12671278255016305,1.1977798805039184
VISa,0.11373108722517206,1.0132817510162857
VISa,0.08314298358465694,0.7147312190992896
VISa,0.07344259907907089,0.6952415673154957
VISa,0.07224649072236704,0.6804627768813013
VISa,0.06207530023028355,0.5886605288053878
CA1,0.11161509944536174,1.36581915981403
CA1,0.06771719799878313,0.7751843484667531
CA1,0.1428327855239464,1.6313443716673148
CA1,0.0737586487413899,0.905563423517016
CA1,0.04207270387727272,0.49805706682930234
CA1,0.2039678349630052,2.361279185561291
CA1,0.05028141888152069,0.6146590884661686
CA1,0.17990581506393194,2.151197369430863
CA1,0.15424895804669214,2.041513744290791
CA1,0.10742352613191802,1.2973057080616515
CA1,0.07548657733662198,0.8965609321656061
CA1,0.12538062951014967,1.5328110501690206
CA1,0.10834699161093667,1.2507477344680786
CA1,0.1480641222113218,1.7683691276613633
CA1,0.05189260581330897,0.5886786126154059
CA1,0.034063987695082405,0.42410922192395917
CA1,0.10149480595810556,1.3026567624968475
CA1,0.026626819789725323,0.30754709603856667
CA1,0.10441257241893624,1.304874433938936
CA1,0.028932903327507038,0.3309492040520766
CA1,,
CA1,0.13997684316571565,1.5879869594232878
CA1,0.03831671759901605,0.4590659234288761
CA1,0.13094085801227706,1.6189028110442136
CA1,0.12346102637220274,1.47945140076087
CA1,0.184077689303835,2.1954236317624174
CA1,0.09200542933805503,1.177753650161457
CA1,0.02591800608380934,0.3240375675214334
CA1,0.08910392715617477,1.0749234828133476
CA1,0.13959999946234,1.6247224044869342
CA1,0.10274981621059524,1.224272624946388
CA1,0.10655673932953129,1.2718621307267588
CA1,0.01457007757149484,0.15262304156974646
CA1,0.16020557379800837,2.0440544043884095
CA1,0.1617506148942145,2.119842921897523
CA1,0.12105447634522756,1.4726732815171828
CA1,0.13173168424598838,1.5552671690375535
CA1,0.05359836363667003,0.6538539058802426
CA1,0.13103479050258104,1.5565793720772996
CA1,0.06521834641041482,0.7901649380328319
CA1,0.07710575878367484,1.0005389371150293
CA1,0.18181069439813963,2.1423803429480235
CA1,0.14149327916924506,1.8056909627729196
CA1,0.046615904959774995,0.6302578910212776
CA1,0.1843558866474934,2.2112964298311466
CA1,0.09663304044998838,1.1513200559124392
CA1,0.12145268425612255,1.6173049264515358
CA1,0.1062314272878737,1.274016475191097
CA1,0.15380597849137015,1.8329989039773826
CA1,0.08975459820990152,1.1022306086257465
DG,0.1598481157223672,1.930345538171299
DG,0.16126947216675203,1.9193059313526761
DG,0.20605211594596884,2.3657221122802046
DG,0.13337336303593,1.4657026962312414
DG,0.13320063846691527,1.571444538810059
DG,0.21493671541360637,2.554486475738591
DG,0.15369952303934997,1.8191832704682354
DG,0.08259991415172444,0.8990004670708532
DG,0.2961420893836212,3.1458947820678853
DG,0.14046564980069928,1.6524551647929864
DG,0.24976629812562046,2.9921129922075846
DG,0.13921059232129998,1.5703600646892948
DG,0.13043763838102318,1.5921342558808267
DG,0.12835250393585984,1.5681037256113555
DG,0.20632819200204355,2.37511749374812
DG,0.017189662393270064,0.21890252034832913
DG,0.137098935238902,1.5893053213944437
DG,0.14522551756291086,1.6886274955225575
DG,0.20837879724921876,2.4470642120150443
DG,0.1994190073541534,2.4926078170655064
DG,0.12142934836467946,1.5312190966193027
DG,0.16458078248758845,1.6897327552432562
DG,0.18756313815689218,2.119835764163355
DG,0.16107369394944582,1.8586484092008186
DG,0.19617089212258312,2.3405642980698964
DG,0.20908724826888042,2.227956390423436
DG,0.14273269263652233,1.728328230403864
DG,0.1531043828308018,1.7484286765360308
DG,0.11512609958353424,1.3827212870372412
DG,,
DG,0.14107681638820396,1.5869278828366724
DG,0.11319156020507234,1.290911279941638
